v8 Active Learning — Top Uncertain Samples
=======================================================
Scored 1308 pool samples (average margin across 4 quadrants)

Rank  Score    Sample
 632. 0.4871 QTP_Wetland_2020_chip_00413_lc0_G19_05_tp0518
 633. 0.4869 QTP_Wetland_2020_chip_00824_lc0_G28_07_tp0518
 634. 0.4868 QTP_Wetland_2020_chip_02156_lc0_G07_13_tp0518
 635. 0.4865 QTP_Wetland_2020_chip_00676_lc3_G28_07_tp0518
 636. 0.4864 QTP_Wetland_2020_chip_01406_lc3_G14_09_tp0518
 637. 0.4863 QTP_Wetland_2020_chip_01448_lc2_G30_09_tp0518
 638. 0.4858 QTP_Wetland_2020_chip_02085_lc0_G22_13_tp0518
 639. 0.4857 QTP_Wetland_2020_chip_02091_lc3_G09_13_tp0518
 640. 0.4857 QTP_Wetland_2020_chip_01736_lc2_G23_10_tp0518
 641. 0.4856 QTP_Wetland_2020_chip_02113_lc0_G30_13_tp0518
 642. 0.4854 QTP_Wetland_2020_chip_01924_lc0_G07_11_tp0518
 643. 0.4851 QTP_Wetland_2020_chip_01393_lc3_G32_09_tp0518
 644. 0.4850 QTP_Wetland_2020_chip_00613_lc0_G20_06_tp0518
 645. 0.4847 QTP_Wetland_2020_chip_01466_lc3_G32_09_tp0518
 646. 0.4846 QTP_Wetland_2020_chip_01441_lc1_G28_09_tp0518
 647. 0.4843 QTP_Wetland_2020_chip_01733_lc3_G32_10_tp0518
 648. 0.4842 QTP_Wetland_2020_chip_00575_lc0_G33_06_tp0518
 649. 0.4840 QTP_Wetland_2020_chip_01675_lc1_G08_10_tp0518
 650. 0.4836 QTP_Wetland_2020_chip_00634_lc2_G13_07_tp0518
 651. 0.4834 QTP_Wetland_2020_chip_01766_lc3_G09_10_tp0518
 652. 0.4832 QTP_Wetland_2020_chip_01128_lc3_G30_09_tp0518
 653. 0.4830 QTP_Wetland_2020_chip_01810_lc2_G20_10_tp0518
 654. 0.4830 QTP_Wetland_2020_chip_01811_lc3_G27_10_tp0518
 655. 0.4828 QTP_Wetland_2020_chip_01835_lc3_G33_11_tp0518
 656. 0.4828 QTP_Wetland_2020_chip_01581_lc1_G09_10_tp0518
 657. 0.4828 QTP_Wetland_2020_chip_01494_lc2_G30_09_tp0518
 658. 0.4821 QTP_Wetland_2020_chip_00403_lc0_G32_05_tp0518
 659. 0.4819 QTP_Wetland_2020_chip_01974_lc3_G09_11_tp0518
 660. 0.4815 QTP_Wetland_2020_chip_02162_lc3_G05_13_tp0518
 661. 0.4815 QTP_Wetland_2020_chip_01838_lc1_G20_11_tp0518
 662. 0.4813 QTP_Wetland_2020_chip_01700_lc3_G34_10_tp0518
 663. 0.4812 QTP_Wetland_2020_chip_01338_lc1_G10_09_tp0518
 664. 0.4811 QTP_Wetland_2020_chip_01649_lc3_G30_10_tp0518
 665. 0.4808 QTP_Wetland_2020_chip_00411_lc0_G18_05_tp0518
 666. 0.4808 QTP_Wetland_2020_chip_01149_lc0_G32_09_tp0518
 667. 0.4808 QTP_Wetland_2020_chip_02148_lc0_G07_13_tp0518
 668. 0.4807 QTP_Wetland_2020_chip_02058_lc2_G06_12_tp0518
 669. 0.4805 QTP_Wetland_2020_chip_02076_lc1_G04_12_tp0518
 670. 0.4804 QTP_Wetland_2020_chip_01023_lc3_G32_08_tp0518
 671. 0.4801 QTP_Wetland_2020_chip_00667_lc2_G19_07_tp0518
 672. 0.4798 QTP_Wetland_2020_chip_01635_lc3_G30_10_tp0518
 673. 0.4795 QTP_Wetland_2020_chip_01444_lc1_G33_09_tp0518
 674. 0.4793 QTP_Wetland_2020_chip_01638_lc0_G14_10_tp0518
 675. 0.4787 QTP_Wetland_2020_chip_00412_lc0_G21_05_tp0518
 676. 0.4786 QTP_Wetland_2020_chip_02082_lc1_G04_12_tp0518
 677. 0.4783 QTP_Wetland_2020_chip_00531_lc0_G20_06_tp0518
 678. 0.4782 QTP_Wetland_2020_chip_01428_lc1_G10_09_tp0518
 679. 0.4782 QTP_Wetland_2020_chip_02084_lc1_G22_13_tp0518
 680. 0.4780 QTP_Wetland_2020_chip_00924_lc3_G35_08_tp0518
 681. 0.4778 QTP_Wetland_2020_chip_01902_lc3_G09_11_tp0518
 682. 0.4776 QTP_Wetland_2020_chip_01918_lc0_G27_11_tp0518
 683. 0.4775 QTP_Wetland_2020_chip_00895_lc2_G14_08_tp0518
 684. 0.4774 QTP_Wetland_2020_chip_01233_lc1_G19_09_tp0518
 685. 0.4773 QTP_Wetland_2020_chip_01165_lc0_G15_09_tp0518
 686. 0.4773 QTP_Wetland_2020_chip_01813_lc0_G19_11_tp0518
 687. 0.4772 QTP_Wetland_2020_chip_00914_lc2_G13_08_tp0518
 688. 0.4772 QTP_Wetland_2020_chip_01857_lc0_G11_11_tp0518
 689. 0.4772 QTP_Wetland_2020_chip_01357_lc3_G32_09_tp0518
 690. 0.4769 QTP_Wetland_2020_chip_00630_lc1_G21_07_tp0518
 691. 0.4768 QTP_Wetland_2020_chip_01913_lc0_G10_11_tp0518
 692. 0.4766 QTP_Wetland_2020_chip_02073_lc1_G04_12_tp0518
 693. 0.4764 QTP_Wetland_2020_chip_01897_lc3_G27_11_tp0518
 694. 0.4763 QTP_Wetland_2020_chip_01874_lc3_G09_11_tp0518
 695. 0.4760 QTP_Wetland_2020_chip_01935_lc1_G07_11_tp0518
 696. 0.4758 QTP_Wetland_2020_chip_02067_lc1_G04_12_tp0518
 697. 0.4757 QTP_Wetland_2020_chip_01938_lc0_G07_11_tp0518
 698. 0.4755 QTP_Wetland_2020_chip_01396_lc0_G31_09_tp0518
 699. 0.4754 QTP_Wetland_2020_chip_02036_lc1_G22_12_tp0518
 700. 0.4753 QTP_Wetland_2020_chip_00640_lc0_G17_07_tp0518
 701. 0.4750 QTP_Wetland_2020_chip_01844_lc0_G11_11_tp0518
 702. 0.4747 QTP_Wetland_2020_chip_01199_lc1_G29_09_tp0518
 703. 0.4744 QTP_Wetland_2020_chip_00686_lc2_G22_07_tp0518
 704. 0.4740 QTP_Wetland_2020_chip_02053_lc2_G34_12_tp0518
 705. 0.4737 QTP_Wetland_2020_chip_01633_lc1_G23_10_tp0518
 706. 0.4735 QTP_Wetland_2020_chip_00742_lc0_G29_07_tp0518
 707. 0.4734 QTP_Wetland_2020_chip_01745_lc1_G08_10_tp0518
 708. 0.4734 QTP_Wetland_2020_chip_00838_lc0_G28_08_tp0518
 709. 0.4732 QTP_Wetland_2020_chip_01860_lc3_G33_11_tp0518
 710. 0.4731 QTP_Wetland_2020_chip_01086_lc1_G29_08_tp0518
 711. 0.4731 QTP_Wetland_2020_chip_00670_lc2_G16_07_tp0518
 712. 0.4729 QTP_Wetland_2020_chip_02069_lc0_G08_12_tp0518
 713. 0.4727 QTP_Wetland_2020_chip_01543_lc0_G14_10_tp0518
 714. 0.4724 QTP_Wetland_2020_chip_00578_lc0_G23_06_tp0518
 715. 0.4717 QTP_Wetland_2020_chip_01719_lc1_G08_10_tp0518
 716. 0.4715 QTP_Wetland_2020_chip_00797_lc0_G31_07_tp0518
 717. 0.4715 QTP_Wetland_2020_chip_01178_lc2_G16_09_tp0518
 718. 0.4711 QTP_Wetland_2020_chip_00885_lc0_G31_08_tp0518
 719. 0.4706 QTP_Wetland_2020_chip_02184_lc3_G07_14_tp0518
 720. 0.4703 QTP_Wetland_2020_chip_01797_lc0_G19_10_tp0518
 721. 0.4700 QTP_Wetland_2020_chip_00744_lc3_G29_07_tp0518
 722. 0.4698 QTP_Wetland_2020_chip_01875_lc3_G27_11_tp0518
 723. 0.4697 QTP_Wetland_2020_chip_01668_lc1_G08_10_tp0518
 724. 0.4695 QTP_Wetland_2020_chip_01125_lc3_G17_09_tp0518
 725. 0.4694 QTP_Wetland_2020_chip_02104_lc3_G08_13_tp0518
 726. 0.4691 QTP_Wetland_2020_chip_00612_lc2_G15_06_tp0518
 727. 0.4691 QTP_Wetland_2020_chip_01965_lc3_G06_11_tp0518
 728. 0.4689 QTP_Wetland_2020_chip_02092_lc1_G30_13_tp0518
 729. 0.4688 QTP_Wetland_2020_chip_00762_lc1_G35_07_tp0518
 730. 0.4687 QTP_Wetland_2020_chip_00890_lc2_G21_08_tp0518
 731. 0.4685 QTP_Wetland_2020_chip_01606_lc1_G32_10_tp0518
 732. 0.4683 QTP_Wetland_2020_chip_00669_lc0_G29_07_tp0518
 733. 0.4681 QTP_Wetland_2020_chip_02178_lc3_G06_14_tp0518
 734. 0.4675 QTP_Wetland_2020_chip_01491_lc1_G33_09_tp0518
 735. 0.4665 QTP_Wetland_2020_chip_00388_lc0_G21_05_tp0518
 736. 0.4661 QTP_Wetland_2020_chip_00576_lc3_G33_06_tp0518
 737. 0.4655 QTP_Wetland_2020_chip_02068_lc1_G22_12_tp0518
 738. 0.4652 QTP_Wetland_2020_chip_00635_lc0_G29_07_tp0518
 739. 0.4651 QTP_Wetland_2020_chip_01322_lc0_G32_09_tp0518
 740. 0.4649 QTP_Wetland_2020_chip_02099_lc3_G23_13_tp0518
 741. 0.4649 QTP_Wetland_2020_chip_01044_lc0_G28_08_tp0518
 742. 0.4648 QTP_Wetland_2020_chip_00861_lc2_G11_08_tp0518
 743. 0.4647 QTP_Wetland_2020_chip_01823_lc3_G33_11_tp0518
 744. 0.4646 QTP_Wetland_2020_chip_00511_lc0_G23_06_tp0518
 745. 0.4642 QTP_Wetland_2020_chip_01644_lc2_G16_10_tp0518
 746. 0.4640 QTP_Wetland_2020_chip_01266_lc1_G30_09_tp0518
 747. 0.4640 QTP_Wetland_2020_chip_01988_lc2_G28_11_tp0518
 748. 0.4638 QTP_Wetland_2020_chip_00907_lc1_G29_08_tp0518
 749. 0.4638 QTP_Wetland_2020_chip_01791_lc2_G11_10_tp0518
 750. 0.4638 QTP_Wetland_2020_chip_01850_lc3_G11_11_tp0518
 751. 0.4635 QTP_Wetland_2020_chip_02050_lc2_G28_12_tp0518
 752. 0.4634 QTP_Wetland_2020_chip_00702_lc1_G31_07_tp0518
 753. 0.4634 QTP_Wetland_2020_chip_00658_lc0_G29_07_tp0518
 754. 0.4632 QTP_Wetland_2020_chip_00944_lc3_G35_08_tp0518
 755. 0.4630 QTP_Wetland_2020_chip_00414_lc2_G17_05_tp0518
 756. 0.4629 QTP_Wetland_2020_chip_01241_lc2_G22_09_tp0518
 757. 0.4629 QTP_Wetland_2020_chip_00503_lc3_G32_06_tp0518
 758. 0.4628 QTP_Wetland_2020_chip_01855_lc2_G21_11_tp0518
 759. 0.4625 QTP_Wetland_2020_chip_01367_lc1_G10_09_tp0518
 760. 0.4622 QTP_Wetland_2020_chip_01964_lc1_G22_11_tp0518
 761. 0.4621 QTP_Wetland_2020_chip_01660_lc0_G33_10_tp0518
 762. 0.4621 QTP_Wetland_2020_chip_02173_lc0_G06_14_tp0518
 763. 0.4619 QTP_Wetland_2020_chip_02034_lc3_G08_12_tp0518
 764. 0.4617 QTP_Wetland_2020_chip_01200_lc1_G11_09_tp0518
 765. 0.4617 QTP_Wetland_2020_chip_01022_lc1_G29_08_tp0518
 766. 0.4615 QTP_Wetland_2020_chip_00695_lc0_G35_07_tp0518
 767. 0.4613 QTP_Wetland_2020_chip_01407_lc0_G31_09_tp0518
 768. 0.4613 QTP_Wetland_2020_chip_00772_lc2_G14_07_tp0518
 769. 0.4611 QTP_Wetland_2020_chip_02182_lc1_G29_14_tp0518
 770. 0.4610 QTP_Wetland_2020_chip_01773_lc2_G19_10_tp0518
 771. 0.4608 QTP_Wetland_2020_chip_01401_lc3_G29_09_tp0518
 772. 0.4606 QTP_Wetland_2020_chip_01867_lc1_G23_11_tp0518
 773. 0.4604 QTP_Wetland_2020_chip_01962_lc1_G04_11_tp0518
 774. 0.4603 QTP_Wetland_2020_chip_01522_lc3_G01_10_tp0518
 775. 0.4601 QTP_Wetland_2020_chip_00581_lc0_G32_06_tp0518
 776. 0.4600 QTP_Wetland_2020_chip_00548_lc2_G21_06_tp0518
 777. 0.4597 QTP_Wetland_2020_chip_02004_lc0_G08_12_tp0518
 778. 0.4594 QTP_Wetland_2020_chip_00761_lc2_G19_07_tp0518
 779. 0.4592 QTP_Wetland_2020_chip_02131_lc1_G30_13_tp0518
 780. 0.4590 QTP_Wetland_2020_chip_01011_lc1_G22_08_tp0518
 781. 0.4587 QTP_Wetland_2020_chip_00957_lc0_G35_08_tp0518
 782. 0.4583 QTP_Wetland_2020_chip_00751_lc2_G15_07_tp0518
 783. 0.4579 QTP_Wetland_2020_chip_02122_lc3_G06_13_tp0518
 784. 0.4577 QTP_Wetland_2020_chip_01936_lc0_G22_11_tp0518
 785. 0.4570 QTP_Wetland_2020_chip_02158_lc0_G06_13_tp0518
 786. 0.4569 QTP_Wetland_2020_chip_00849_lc0_G26_08_tp0518
 787. 0.4568 QTP_Wetland_2020_chip_02024_lc2_G29_12_tp0518
 788. 0.4565 QTP_Wetland_2020_chip_02029_lc1_G08_12_tp0518
 789. 0.4563 QTP_Wetland_2020_chip_01859_lc3_G33_11_tp0518
 790. 0.4563 QTP_Wetland_2020_chip_00734_lc3_G29_07_tp0518
 791. 0.4562 QTP_Wetland_2020_chip_01894_lc0_G27_11_tp0518
 792. 0.4558 QTP_Wetland_2020_chip_01830_lc3_G33_11_tp0518
 793. 0.4557 QTP_Wetland_2020_chip_02149_lc3_G06_13_tp0518
 794. 0.4553 QTP_Wetland_2020_chip_01145_lc3_G32_09_tp0518
 795. 0.4552 QTP_Wetland_2020_chip_00599_lc1_G31_06_tp0518
 796. 0.4552 QTP_Wetland_2020_chip_00755_lc1_G30_07_tp0518
 797. 0.4552 QTP_Wetland_2020_chip_01298_lc1_G10_09_tp0518
 798. 0.4550 QTP_Wetland_2020_chip_01945_lc2_G17_11_tp0518
 799. 0.4550 QTP_Wetland_2020_chip_01115_lc3_G35_09_tp0518
 800. 0.4544 QTP_Wetland_2020_chip_00582_lc1_G32_06_tp0518
 801. 0.4544 QTP_Wetland_2020_chip_01616_lc3_G33_10_tp0518
 802. 0.4544 QTP_Wetland_2020_chip_01161_lc3_G32_09_tp0518
 803. 0.4543 QTP_Wetland_2020_chip_02160_lc0_G06_13_tp0518
 804. 0.4543 QTP_Wetland_2020_chip_02132_lc1_G30_13_tp0518
 805. 0.4543 QTP_Wetland_2020_chip_01815_lc3_G33_11_tp0518
 806. 0.4542 QTP_Wetland_2020_chip_01774_lc2_G14_10_tp0518
 807. 0.4540 QTP_Wetland_2020_chip_00671_lc2_G22_07_tp0518
 808. 0.4539 QTP_Wetland_2020_chip_01958_lc0_G07_11_tp0518
 809. 0.4537 QTP_Wetland_2020_chip_00898_lc0_G20_08_tp0518
 810. 0.4535 QTP_Wetland_2020_chip_01930_lc0_G07_11_tp0518
 811. 0.4530 QTP_Wetland_2020_chip_02112_lc0_G05_13_tp0518
 812. 0.4529 QTP_Wetland_2020_chip_01021_lc3_G32_08_tp0518
 813. 0.4529 QTP_Wetland_2020_chip_01622_lc0_G33_10_tp0518
 814. 0.4527 QTP_Wetland_2020_chip_02118_lc3_G06_13_tp0518
 815. 0.4527 QTP_Wetland_2020_chip_00855_lc0_G31_08_tp0518
 816. 0.4525 QTP_Wetland_2020_chip_00539_lc0_G20_06_tp0518
 817. 0.4524 QTP_Wetland_2020_chip_01764_lc1_G07_10_tp0518
 818. 0.4521 QTP_Wetland_2020_chip_01314_lc3_G32_09_tp0518
 819. 0.4517 QTP_Wetland_2020_chip_00696_lc0_G29_07_tp0518
 820. 0.4517 QTP_Wetland_2020_chip_01084_lc0_G28_08_tp0518
 821. 0.4516 QTP_Wetland_2020_chip_01251_lc3_G32_09_tp0518
 822. 0.4514 QTP_Wetland_2020_chip_00807_lc0_G31_07_tp0518
 823. 0.4510 QTP_Wetland_2020_chip_01006_lc1_G22_08_tp0518
 824. 0.4509 QTP_Wetland_2020_chip_01654_lc1_G04_10_tp0518
 825. 0.4506 QTP_Wetland_2020_chip_00712_lc3_G35_07_tp0518
 826. 0.4506 QTP_Wetland_2020_chip_01339_lc1_G10_09_tp0518
 827. 0.4506 QTP_Wetland_2020_chip_00542_lc2_G20_06_tp0518
 828. 0.4503 QTP_Wetland_2020_chip_01456_lc2_G31_09_tp0518
 829. 0.4502 QTP_Wetland_2020_chip_00710_lc1_G20_07_tp0518
 830. 0.4500 QTP_Wetland_2020_chip_01170_lc1_G29_09_tp0518
 831. 0.4499 QTP_Wetland_2020_chip_02106_lc1_G31_13_tp0518
 832. 0.4496 QTP_Wetland_2020_chip_00697_lc2_G15_07_tp0518
 833. 0.4487 QTP_Wetland_2020_chip_02107_lc1_G30_13_tp0518
 834. 0.4482 QTP_Wetland_2020_chip_02111_lc3_G05_13_tp0518
 835. 0.4481 QTP_Wetland_2020_chip_01976_lc3_G09_11_tp0518
 836. 0.4481 QTP_Wetland_2020_chip_01664_lc3_G33_10_tp0518
 837. 0.4480 QTP_Wetland_2020_chip_01648_lc1_G09_10_tp0518
 838. 0.4480 QTP_Wetland_2020_chip_01624_lc3_G02_10_tp0518
 839. 0.4478 QTP_Wetland_2020_chip_02028_lc0_G07_12_tp0518
 840. 0.4477 QTP_Wetland_2020_chip_01776_lc1_G07_10_tp0518
 841. 0.4475 QTP_Wetland_2020_chip_01240_lc1_G10_09_tp0518
 842. 0.4475 QTP_Wetland_2020_chip_01374_lc3_G11_09_tp0518
 843. 0.4474 QTP_Wetland_2020_chip_00389_lc1_G30_05_tp0518
 844. 0.4473 QTP_Wetland_2020_chip_01853_lc0_G20_11_tp0518
 845. 0.4472 QTP_Wetland_2020_chip_00996_lc1_G29_08_tp0518
 846. 0.4471 QTP_Wetland_2020_chip_01445_lc2_G31_09_tp0518
 847. 0.4470 QTP_Wetland_2020_chip_02147_lc3_G06_13_tp0518
 848. 0.4469 QTP_Wetland_2020_chip_01130_lc3_G35_09_tp0518
 849. 0.4464 QTP_Wetland_2020_chip_00663_lc0_G14_07_tp0518
 850. 0.4464 QTP_Wetland_2020_chip_00869_lc1_G30_08_tp0518
 851. 0.4463 QTP_Wetland_2020_chip_01136_lc0_G32_09_tp0518
 852. 0.4460 QTP_Wetland_2020_chip_02071_lc3_G09_12_tp0518
 853. 0.4459 QTP_Wetland_2020_chip_01501_lc3_G01_09_tp0518
 854. 0.4455 QTP_Wetland_2020_chip_01265_lc2_G25_09_tp0518
 855. 0.4451 QTP_Wetland_2020_chip_01602_lc3_G02_10_tp0518
 856. 0.4449 QTP_Wetland_2020_chip_01691_lc3_G09_10_tp0518
 857. 0.4448 QTP_Wetland_2020_chip_00625_lc0_G15_07_tp0518
 858. 0.4446 QTP_Wetland_2020_chip_01014_lc3_G32_08_tp0518
 859. 0.4445 QTP_Wetland_2020_chip_02049_lc1_G04_12_tp0518
 860. 0.4443 QTP_Wetland_2020_chip_00733_lc3_G28_07_tp0518
 861. 0.4442 QTP_Wetland_2020_chip_01397_lc3_G32_09_tp0518
 862. 0.4440 QTP_Wetland_2020_chip_02037_lc2_G04_12_tp0518
 863. 0.4439 QTP_Wetland_2020_chip_01905_lc0_G07_11_tp0518
 864. 0.4438 QTP_Wetland_2020_chip_01598_lc1_G09_10_tp0518
 865. 0.4435 QTP_Wetland_2020_chip_00653_lc3_G28_07_tp0518
 866. 0.4435 QTP_Wetland_2020_chip_01385_lc3_G13_09_tp0518
 867. 0.4433 QTP_Wetland_2020_chip_02116_lc1_G30_13_tp0518
 868. 0.4432 QTP_Wetland_2020_chip_01819_lc3_G33_11_tp0518
 869. 0.4431 QTP_Wetland_2020_chip_01742_lc3_G33_10_tp0518
 870. 0.4428 QTP_Wetland_2020_chip_01561_lc1_G04_10_tp0518
 871. 0.4426 QTP_Wetland_2020_chip_01432_lc2_G32_09_tp0518
 872. 0.4426 QTP_Wetland_2020_chip_01672_lc2_G21_10_tp0518
 873. 0.4424 QTP_Wetland_2020_chip_02119_lc0_G06_13_tp0518
 874. 0.4423 QTP_Wetland_2020_chip_02114_lc3_G05_13_tp0518
 875. 0.4423 QTP_Wetland_2020_chip_01430_lc0_G30_09_tp0518
 876. 0.4420 QTP_Wetland_2020_chip_01558_lc2_G30_10_tp0518
 877. 0.4419 QTP_Wetland_2020_chip_00834_lc0_G31_07_tp0518
 878. 0.4414 QTP_Wetland_2020_chip_01261_lc1_G11_09_tp0518
 879. 0.4413 QTP_Wetland_2020_chip_00783_lc3_G28_07_tp0518
 880. 0.4413 QTP_Wetland_2020_chip_01568_lc1_G09_10_tp0518
 881. 0.4408 QTP_Wetland_2020_chip_01863_lc0_G11_11_tp0518
 882. 0.4408 QTP_Wetland_2020_chip_01476_lc1_G10_09_tp0518
 883. 0.4405 QTP_Wetland_2020_chip_01714_lc1_G08_10_tp0518
 884. 0.4403 QTP_Wetland_2020_chip_01783_lc1_G07_10_tp0518
 885. 0.4402 QTP_Wetland_2020_chip_01608_lc1_G09_10_tp0518
 886. 0.4402 QTP_Wetland_2020_chip_01321_lc3_G32_09_tp0518
 887. 0.4399 QTP_Wetland_2020_chip_01131_lc3_G35_09_tp0518
 888. 0.4394 QTP_Wetland_2020_chip_01499_lc3_G01_09_tp0518
 889. 0.4393 QTP_Wetland_2020_chip_01507_lc3_G30_09_tp0518
 890. 0.4392 QTP_Wetland_2020_chip_01520_lc3_G01_10_tp0518
 891. 0.4391 QTP_Wetland_2020_chip_01593_lc1_G07_10_tp0518
 892. 0.4390 QTP_Wetland_2020_chip_01469_lc1_G09_09_tp0518
 893. 0.4390 QTP_Wetland_2020_chip_02101_lc1_G30_13_tp0518
 894. 0.4387 QTP_Wetland_2020_chip_01524_lc2_G24_10_tp0518
 895. 0.4387 QTP_Wetland_2020_chip_00573_lc0_G23_06_tp0518
 896. 0.4378 QTP_Wetland_2020_chip_01605_lc2_G17_10_tp0518
 897. 0.4377 QTP_Wetland_2020_chip_00655_lc3_G28_07_tp0518
 898. 0.4375 QTP_Wetland_2020_chip_01245_lc1_G11_09_tp0518
 899. 0.4375 QTP_Wetland_2020_chip_01276_lc1_G11_09_tp0518
 900. 0.4373 QTP_Wetland_2020_chip_00852_lc2_G29_08_tp0518
 901. 0.4373 QTP_Wetland_2020_chip_01194_lc3_G32_09_tp0518
 902. 0.4373 QTP_Wetland_2020_chip_00699_lc0_G29_07_tp0518
 903. 0.4371 QTP_Wetland_2020_chip_01040_lc3_G28_08_tp0518
 904. 0.4369 QTP_Wetland_2020_chip_02039_lc0_G06_12_tp0518
 905. 0.4361 QTP_Wetland_2020_chip_01097_lc2_G18_08_tp0518
 906. 0.4359 QTP_Wetland_2020_chip_02183_lc0_G07_14_tp0518
 907. 0.4358 QTP_Wetland_2020_chip_02064_lc1_G31_12_tp0518
 908. 0.4357 QTP_Wetland_2020_chip_00801_lc1_G30_07_tp0518
 909. 0.4357 QTP_Wetland_2020_chip_02138_lc1_G30_13_tp0518
 910. 0.4353 QTP_Wetland_2020_chip_01798_lc3_G32_10_tp0518
 911. 0.4353 QTP_Wetland_2020_chip_01955_lc0_G07_11_tp0518
 912. 0.4352 QTP_Wetland_2020_chip_00820_lc0_G31_07_tp0518
 913. 0.4351 QTP_Wetland_2020_chip_02048_lc0_G22_12_tp0518
 914. 0.4351 QTP_Wetland_2020_chip_00894_lc2_G20_08_tp0518
 915. 0.4350 QTP_Wetland_2020_chip_02008_lc1_G08_12_tp0518
 916. 0.4349 QTP_Wetland_2020_chip_01198_lc1_G11_09_tp0518
 917. 0.4346 QTP_Wetland_2020_chip_00984_lc3_G14_08_tp0518
 918. 0.4346 QTP_Wetland_2020_chip_01684_lc1_G08_10_tp0518
 919. 0.4344 QTP_Wetland_2020_chip_01360_lc1_G10_09_tp0518
 920. 0.4343 QTP_Wetland_2020_chip_02159_lc3_G06_13_tp0518
 921. 0.4340 QTP_Wetland_2020_chip_01148_lc0_G32_09_tp0518
 922. 0.4340 QTP_Wetland_2020_chip_01940_lc3_G09_11_tp0518
 923. 0.4339 QTP_Wetland_2020_chip_01389_lc3_G32_09_tp0518
 924. 0.4335 QTP_Wetland_2020_chip_01126_lc3_G16_09_tp0518
 925. 0.4334 QTP_Wetland_2020_chip_01610_lc1_G08_10_tp0518
 926. 0.4334 QTP_Wetland_2020_chip_01403_lc1_G10_09_tp0518
 927. 0.4334 QTP_Wetland_2020_chip_01429_lc1_G10_09_tp0518
 928. 0.4334 QTP_Wetland_2020_chip_01917_lc0_G10_11_tp0518
 929. 0.4330 QTP_Wetland_2020_chip_01159_lc3_G14_09_tp0518
 930. 0.4328 QTP_Wetland_2020_chip_02176_lc0_G06_14_tp0518
 931. 0.4327 QTP_Wetland_2020_chip_01712_lc3_G33_10_tp0518
 932. 0.4325 QTP_Wetland_2020_chip_00893_lc3_G31_08_tp0518
 933. 0.4324 QTP_Wetland_2020_chip_01864_lc3_G33_11_tp0518
 934. 0.4318 QTP_Wetland_2020_chip_01752_lc0_G32_10_tp0518
 935. 0.4314 QTP_Wetland_2020_chip_01768_lc1_G07_10_tp0518
 936. 0.4314 QTP_Wetland_2020_chip_00746_lc3_G22_07_tp0518
 937. 0.4311 QTP_Wetland_2020_chip_02142_lc1_G30_13_tp0518
 938. 0.4309 QTP_Wetland_2020_chip_00384_lc2_G17_05_tp0518
 939. 0.4309 QTP_Wetland_2020_chip_01743_lc0_G32_10_tp0518
 940. 0.4307 QTP_Wetland_2020_chip_01455_lc3_G32_09_tp0518
 941. 0.4304 QTP_Wetland_2020_chip_02095_lc1_G30_13_tp0518
 942. 0.4302 QTP_Wetland_2020_chip_02025_lc1_G04_12_tp0518
 943. 0.4302 QTP_Wetland_2020_chip_00554_lc0_G23_06_tp0518
 944. 0.4301 QTP_Wetland_2020_chip_02139_lc1_G30_13_tp0518
 945. 0.4300 QTP_Wetland_2020_chip_01336_lc3_G33_09_tp0518
 946. 0.4300 QTP_Wetland_2020_chip_01597_lc1_G04_10_tp0518
 947. 0.4299 QTP_Wetland_2020_chip_01739_lc0_G32_10_tp0518
 948. 0.4297 QTP_Wetland_2020_chip_01690_lc3_G13_10_tp0518
 949. 0.4297 QTP_Wetland_2020_chip_01738_lc1_G08_10_tp0518
 950. 0.4296 QTP_Wetland_2020_chip_01682_lc1_G07_10_tp0518
 951. 0.4296 QTP_Wetland_2020_chip_01789_lc1_G07_10_tp0518
 952. 0.4293 QTP_Wetland_2020_chip_01421_lc2_G31_09_tp0518
 953. 0.4292 QTP_Wetland_2020_chip_01218_lc2_G31_09_tp0518
 954. 0.4291 QTP_Wetland_2020_chip_01761_lc1_G32_10_tp0518
 955. 0.4290 QTP_Wetland_2020_chip_01440_lc2_G13_09_tp0518
 956. 0.4289 QTP_Wetland_2020_chip_00606_lc0_G16_06_tp0518
 957. 0.4288 QTP_Wetland_2020_chip_01756_lc3_G33_10_tp0518
 958. 0.4288 QTP_Wetland_2020_chip_02137_lc1_G30_13_tp0518
 959. 0.4288 QTP_Wetland_2020_chip_01658_lc2_G31_10_tp0518
 960. 0.4287 QTP_Wetland_2020_chip_02022_lc1_G04_12_tp0518
 961. 0.4284 QTP_Wetland_2020_chip_02103_lc1_G06_13_tp0518
 962. 0.4283 QTP_Wetland_2020_chip_01290_lc1_G11_09_tp0518
 963. 0.4283 QTP_Wetland_2020_chip_01174_lc1_G11_09_tp0518
 964. 0.4282 QTP_Wetland_2020_chip_01584_lc0_G14_10_tp0518
 965. 0.4281 QTP_Wetland_2020_chip_01923_lc0_G07_11_tp0518
 966. 0.4280 QTP_Wetland_2020_chip_00778_lc1_G30_07_tp0518
 967. 0.4280 QTP_Wetland_2020_chip_01759_lc0_G20_10_tp0518
 968. 0.4274 QTP_Wetland_2020_chip_01562_lc3_G13_10_tp0518
 969. 0.4274 QTP_Wetland_2020_chip_01451_lc0_G12_09_tp0518
 970. 0.4272 QTP_Wetland_2020_chip_00786_lc0_G31_07_tp0518
