v9 Active Learning — Top Uncertain Samples
=======================================================
Scored 1278 pool samples (average margin across 4 quadrants)

Rank  Score    Sample
 988. 0.0796  QTP_Wetland_2020_chip_01404_lc0_G12_09_tp0518
 989. 0.0791  QTP_Wetland_2020_chip_01290_lc1_G11_09_tp0518
 990. 0.0790  QTP_Wetland_2020_chip_00647_lc2_G20_07_tp0518
 991. 0.0790  QTP_Wetland_2020_chip_00896_lc0_G35_08_tp0518
 992. 0.0784  QTP_Wetland_2020_chip_01841_lc1_G20_11_tp0518
 993. 0.0784  QTP_Wetland_2020_chip_01104_lc2_G19_08_tp0518
 994. 0.0782  QTP_Wetland_2020_chip_00684_lc2_G21_07_tp0518
 995. 0.0776  QTP_Wetland_2020_chip_02186_lc1_G29_14_tp0518
 996. 0.0776  QTP_Wetland_2020_chip_01284_lc3_G32_09_tp0518
 997. 0.0774  QTP_Wetland_2020_chip_00922_lc2_G15_08_tp0518
 998. 0.0773  QTP_Wetland_2020_chip_02062_lc0_G22_12_tp0518
 999. 0.0773  QTP_Wetland_2020_chip_01313_lc2_G17_09_tp0518
1000. 0.0773  QTP_Wetland_2020_chip_01458_lc2_G12_09_tp0518
1001. 0.0772  QTP_Wetland_2020_chip_01804_lc0_G19_10_tp0518
1002. 0.0770  QTP_Wetland_2020_chip_01684_lc1_G08_10_tp0518
1003. 0.0768  QTP_Wetland_2020_chip_01922_lc3_G29_11_tp0518
1004. 0.0767  QTP_Wetland_2020_chip_01399_lc2_G14_09_tp0518
1005. 0.0766  QTP_Wetland_2020_chip_02019_lc1_G04_12_tp0518
1006. 0.0766  QTP_Wetland_2020_chip_01497_lc0_G31_09_tp0518
1007. 0.0763  QTP_Wetland_2020_chip_01302_lc1_G27_09_tp0518
1008. 0.0762  QTP_Wetland_2020_chip_01216_lc3_G30_09_tp0518
1009. 0.0762  QTP_Wetland_2020_chip_00927_lc3_G32_08_tp0518
1010. 0.0761  QTP_Wetland_2020_chip_01367_lc1_G10_09_tp0518
1011. 0.0760  QTP_Wetland_2020_chip_01546_lc0_G14_10_tp0518
1012. 0.0759  QTP_Wetland_2020_chip_01739_lc0_G32_10_tp0518
1013. 0.0759  QTP_Wetland_2020_chip_02142_lc1_G30_13_tp0518
1014. 0.0757  QTP_Wetland_2020_chip_02023_lc1_G07_12_tp0518
1015. 0.0755  QTP_Wetland_2020_chip_02110_lc1_G30_13_tp0518
1016. 0.0755  QTP_Wetland_2020_chip_01129_lc3_G34_09_tp0518
1017. 0.0753  QTP_Wetland_2020_chip_01962_lc1_G04_11_tp0518
1018. 0.0751  QTP_Wetland_2020_chip_01789_lc1_G07_10_tp0518
1019. 0.0750  QTP_Wetland_2020_chip_00850_lc2_G20_08_tp0518
1020. 0.0750  QTP_Wetland_2020_chip_00523_lc2_G22_06_tp0518
1021. 0.0746  QTP_Wetland_2020_chip_01696_lc1_G07_10_tp0518
1022. 0.0745  QTP_Wetland_2020_chip_01722_lc0_G33_10_tp0518
1023. 0.0744  QTP_Wetland_2020_chip_00874_lc2_G21_08_tp0518
1024. 0.0744  QTP_Wetland_2020_chip_00937_lc0_G35_08_tp0518
1025. 0.0743  QTP_Wetland_2020_chip_01802_lc0_G19_10_tp0518
1026. 0.0738  QTP_Wetland_2020_chip_01311_lc1_G10_09_tp0518
1027. 0.0734  QTP_Wetland_2020_chip_01745_lc1_G08_10_tp0518
1028. 0.0734  QTP_Wetland_2020_chip_01171_lc1_G11_09_tp0518
1029. 0.0733  QTP_Wetland_2020_chip_00810_lc2_G19_07_tp0518
1030. 0.0730  QTP_Wetland_2020_chip_01108_lc0_G30_08_tp0518
1031. 0.0729  QTP_Wetland_2020_chip_01187_lc1_G11_09_tp0518
1032. 0.0727  QTP_Wetland_2020_chip_00606_lc0_G16_06_tp0518
1033. 0.0725  QTP_Wetland_2020_chip_01838_lc1_G20_11_tp0518
1034. 0.0724  QTP_Wetland_2020_chip_01658_lc2_G31_10_tp0518
1035. 0.0722  QTP_Wetland_2020_chip_01364_lc0_G12_09_tp0518
1036. 0.0720  QTP_Wetland_2020_chip_01298_lc1_G10_09_tp0518
1037. 0.0705  QTP_Wetland_2020_chip_00522_lc2_G18_06_tp0518
1038. 0.0705  QTP_Wetland_2020_chip_01762_lc2_G20_10_tp0518
1039. 0.0705  QTP_Wetland_2020_chip_01770_lc1_G08_10_tp0518
1040. 0.0703  QTP_Wetland_2020_chip_01736_lc2_G23_10_tp0518
1041. 0.0700  QTP_Wetland_2020_chip_01159_lc3_G14_09_tp0518
1042. 0.0699  QTP_Wetland_2020_chip_01337_lc2_G25_09_tp0518
1043. 0.0696  QTP_Wetland_2020_chip_01096_lc2_G15_08_tp0518
1044. 0.0695  QTP_Wetland_2020_chip_01916_lc0_G27_11_tp0518
1045. 0.0694  QTP_Wetland_2020_chip_00944_lc3_G35_08_tp0518
1046. 0.0685  QTP_Wetland_2020_chip_01107_lc2_G35_08_tp0518
1047. 0.0685  QTP_Wetland_2020_chip_00875_lc0_G34_08_tp0518
1048. 0.0683  QTP_Wetland_2020_chip_00633_lc0_G24_07_tp0518
1049. 0.0682  QTP_Wetland_2020_chip_02183_lc0_G07_14_tp0518
1050. 0.0678  QTP_Wetland_2020_chip_01376_lc3_G31_09_tp0518
1051. 0.0672  QTP_Wetland_2020_chip_01559_lc1_G29_10_tp0518
1052. 0.0669  QTP_Wetland_2020_chip_01513_lc2_G17_10_tp0518
1053. 0.0667  QTP_Wetland_2020_chip_01821_lc0_G19_11_tp0518
1054. 0.0667  QTP_Wetland_2020_chip_01146_lc2_G16_09_tp0518
1055. 0.0666  QTP_Wetland_2020_chip_02002_lc2_G32_12_tp0518
1056. 0.0666  QTP_Wetland_2020_chip_01796_lc2_G18_10_tp0518
1057. 0.0662  QTP_Wetland_2020_chip_00697_lc2_G15_07_tp0518
1058. 0.0661  QTP_Wetland_2020_chip_01855_lc2_G21_11_tp0518
1059. 0.0661  QTP_Wetland_2020_chip_02024_lc2_G29_12_tp0518
1060. 0.0659  QTP_Wetland_2020_chip_01602_lc3_G02_10_tp0518
1061. 0.0658  QTP_Wetland_2020_chip_01199_lc1_G29_09_tp0518
1062. 0.0658  QTP_Wetland_2020_chip_01042_lc0_G36_08_tp0518
1063. 0.0656  QTP_Wetland_2020_chip_00710_lc1_G20_07_tp0518
1064. 0.0656  QTP_Wetland_2020_chip_01294_lc1_G11_09_tp0518
1065. 0.0651  QTP_Wetland_2020_chip_02000_lc2_G21_12_tp0518
1066. 0.0644  QTP_Wetland_2020_chip_01395_lc2_G16_09_tp0518
1067. 0.0637  QTP_Wetland_2020_chip_02008_lc1_G08_12_tp0518
1068. 0.0635  QTP_Wetland_2020_chip_02050_lc2_G28_12_tp0518
1069. 0.0630  QTP_Wetland_2020_chip_02102_lc2_G30_13_tp0518
1070. 0.0625  QTP_Wetland_2020_chip_01921_lc0_G10_11_tp0518
1071. 0.0620  QTP_Wetland_2020_chip_00962_lc2_G17_08_tp0518
1072. 0.0617  QTP_Wetland_2020_chip_01270_lc2_G15_09_tp0518
1073. 0.0616  QTP_Wetland_2020_chip_01820_lc2_G19_11_tp0518
1074. 0.0615  QTP_Wetland_2020_chip_01846_lc3_G27_11_tp0518
1075. 0.0615  QTP_Wetland_2020_chip_02115_lc0_G31_13_tp0518
1076. 0.0615  QTP_Wetland_2020_chip_01544_lc3_G31_10_tp0518
1077. 0.0615  QTP_Wetland_2020_chip_00942_lc0_G35_08_tp0518
1078. 0.0615  QTP_Wetland_2020_chip_01091_lc2_G14_08_tp0518
1079. 0.0614  QTP_Wetland_2020_chip_02150_lc1_G30_13_tp0518
1080. 0.0612  QTP_Wetland_2020_chip_01702_lc2_G21_10_tp0518
1081. 0.0611  QTP_Wetland_2020_chip_02137_lc1_G30_13_tp0518
1082. 0.0609  QTP_Wetland_2020_chip_01818_lc2_G18_11_tp0518
1083. 0.0606  QTP_Wetland_2020_chip_01095_lc0_G35_08_tp0518
1084. 0.0603  QTP_Wetland_2020_chip_00976_lc2_G23_08_tp0518
1085. 0.0602  QTP_Wetland_2020_chip_02052_lc1_G31_12_tp0518
1086. 0.0602  QTP_Wetland_2020_chip_01915_lc1_G23_11_tp0518
1087. 0.0598  QTP_Wetland_2020_chip_01139_lc0_G30_09_tp0518
1088. 0.0597  QTP_Wetland_2020_chip_01652_lc3_G12_10_tp0518
1089. 0.0596  QTP_Wetland_2020_chip_00416_lc2_G21_05_tp0518
1090. 0.0596  QTP_Wetland_2020_chip_02124_lc0_G31_13_tp0518
1091. 0.0596  QTP_Wetland_2020_chip_01416_lc1_G30_09_tp0518
1092. 0.0590  QTP_Wetland_2020_chip_00414_lc2_G17_05_tp0518
1093. 0.0587  QTP_Wetland_2020_chip_01332_lc2_G20_09_tp0518
1094. 0.0585  QTP_Wetland_2020_chip_01470_lc2_G18_09_tp0518
1095. 0.0583  QTP_Wetland_2020_chip_01531_lc2_G19_10_tp0518
1096. 0.0579  QTP_Wetland_2020_chip_01859_lc3_G33_11_tp0518
1097. 0.0577  QTP_Wetland_2020_chip_01963_lc2_G32_11_tp0518
1098. 0.0573  QTP_Wetland_2020_chip_01828_lc3_G33_11_tp0518
1099. 0.0565  QTP_Wetland_2020_chip_01182_lc2_G22_09_tp0518
1100. 0.0563  QTP_Wetland_2020_chip_01800_lc3_G33_10_tp0518
1101. 0.0562  QTP_Wetland_2020_chip_01794_lc2_G19_10_tp0518
1102. 0.0561  QTP_Wetland_2020_chip_00839_lc0_G35_08_tp0518
1103. 0.0556  QTP_Wetland_2020_chip_01530_lc2_G20_10_tp0518
1104. 0.0555  QTP_Wetland_2020_chip_02006_lc2_G29_12_tp0518
1105. 0.0552  QTP_Wetland_2020_chip_01641_lc3_G02_10_tp0518
1106. 0.0551  QTP_Wetland_2020_chip_01164_lc1_G11_09_tp0518
1107. 0.0551  QTP_Wetland_2020_chip_00945_lc3_G35_08_tp0518
1108. 0.0549  QTP_Wetland_2020_chip_01867_lc1_G23_11_tp0518
1109. 0.0547  QTP_Wetland_2020_chip_01567_lc2_G18_10_tp0518
1110. 0.0543  QTP_Wetland_2020_chip_01240_lc1_G10_09_tp0518
1111. 0.0540  QTP_Wetland_2020_chip_00494_lc0_G17_06_tp0518
1112. 0.0539  QTP_Wetland_2020_chip_00877_lc0_G32_08_tp0518
1113. 0.0537  QTP_Wetland_2020_chip_00997_lc2_G19_08_tp0518
1114. 0.0537  QTP_Wetland_2020_chip_01370_lc0_G31_09_tp0518
1115. 0.0535  QTP_Wetland_2020_chip_01918_lc0_G27_11_tp0518
1116. 0.0533  QTP_Wetland_2020_chip_02097_lc3_G09_13_tp0518
1117. 0.0532  QTP_Wetland_2020_chip_02081_lc1_G30_12_tp0518
1118. 0.0529  QTP_Wetland_2020_chip_01936_lc0_G22_11_tp0518
1119. 0.0529  QTP_Wetland_2020_chip_01162_lc2_G32_09_tp0518
1120. 0.0528  QTP_Wetland_2020_chip_01243_lc3_G31_09_tp0518
1121. 0.0525  QTP_Wetland_2020_chip_01201_lc2_G22_09_tp0518
1122. 0.0525  QTP_Wetland_2020_chip_02171_lc1_G30_14_tp0518
1123. 0.0524  QTP_Wetland_2020_chip_01562_lc3_G13_10_tp0518
1124. 0.0523  QTP_Wetland_2020_chip_01989_lc3_G30_11_tp0518
1125. 0.0519  QTP_Wetland_2020_chip_01438_lc2_G31_09_tp0518
1126. 0.0516  QTP_Wetland_2020_chip_01799_lc2_G23_10_tp0518
1127. 0.0516  QTP_Wetland_2020_chip_00519_lc0_G23_06_tp0518
1128. 0.0513  QTP_Wetland_2020_chip_01317_lc3_G31_09_tp0518
1129. 0.0512  QTP_Wetland_2020_chip_01204_lc3_G30_09_tp0518
1130. 0.0511  QTP_Wetland_2020_chip_01110_lc0_G35_08_tp0518
1131. 0.0511  QTP_Wetland_2020_chip_01678_lc3_G12_10_tp0518
1132. 0.0507  QTP_Wetland_2020_chip_01288_lc2_G14_09_tp0518
1133. 0.0505  QTP_Wetland_2020_chip_01334_lc0_G31_09_tp0518
1134. 0.0505  QTP_Wetland_2020_chip_01186_lc2_G15_09_tp0518
1135. 0.0500  QTP_Wetland_2020_chip_02156_lc0_G07_13_tp0518
1136. 0.0500  QTP_Wetland_2020_chip_01501_lc3_G01_09_tp0518
1137. 0.0500  QTP_Wetland_2020_chip_02145_lc0_G06_13_tp0518
1138. 0.0497  QTP_Wetland_2020_chip_00955_lc3_G22_08_tp0518
1139. 0.0493  QTP_Wetland_2020_chip_01810_lc2_G20_10_tp0518
1140. 0.0492  QTP_Wetland_2020_chip_01642_lc2_G32_10_tp0518
1141. 0.0486  QTP_Wetland_2020_chip_01241_lc2_G22_09_tp0518
1142. 0.0485  QTP_Wetland_2020_chip_01541_lc2_G23_10_tp0518
1143. 0.0483  QTP_Wetland_2020_chip_00542_lc2_G20_06_tp0518
1144. 0.0482  QTP_Wetland_2020_chip_00859_lc0_G35_08_tp0518
1145. 0.0480  QTP_Wetland_2020_chip_01773_lc2_G19_10_tp0518
1146. 0.0475  QTP_Wetland_2020_chip_01387_lc0_G31_09_tp0518
1147. 0.0471  QTP_Wetland_2020_chip_01406_lc3_G14_09_tp0518
1148. 0.0460  QTP_Wetland_2020_chip_01975_lc2_G33_11_tp0518
1149. 0.0459  QTP_Wetland_2020_chip_02044_lc1_G31_12_tp0518
1150. 0.0457  QTP_Wetland_2020_chip_01148_lc0_G32_09_tp0518
1151. 0.0455  QTP_Wetland_2020_chip_01863_lc0_G11_11_tp0518
1152. 0.0453  QTP_Wetland_2020_chip_01154_lc2_G16_09_tp0518
1153. 0.0453  QTP_Wetland_2020_chip_01419_lc0_G30_09_tp0518
1154. 0.0452  QTP_Wetland_2020_chip_01215_lc1_G10_09_tp0518
1155. 0.0449  QTP_Wetland_2020_chip_02157_lc0_G07_13_tp0518
1156. 0.0449  QTP_Wetland_2020_chip_01857_lc0_G11_11_tp0518
1157. 0.0448  QTP_Wetland_2020_chip_02116_lc1_G30_13_tp0518
1158. 0.0445  QTP_Wetland_2020_chip_01589_lc2_G20_10_tp0518
1159. 0.0441  QTP_Wetland_2020_chip_01122_lc3_G35_09_tp0518
1160. 0.0439  QTP_Wetland_2020_chip_02036_lc1_G22_12_tp0518
1161. 0.0435  QTP_Wetland_2020_chip_00936_lc0_G35_08_tp0518
1162. 0.0431  QTP_Wetland_2020_chip_02130_lc0_G30_13_tp0518
1163. 0.0429  QTP_Wetland_2020_chip_01894_lc0_G27_11_tp0518
1164. 0.0429  QTP_Wetland_2020_chip_01878_lc2_G21_11_tp0518
1165. 0.0427  QTP_Wetland_2020_chip_00963_lc0_G35_08_tp0518
1166. 0.0423  QTP_Wetland_2020_chip_01029_lc0_G26_08_tp0518
1167. 0.0419  QTP_Wetland_2020_chip_01756_lc3_G33_10_tp0518
1168. 0.0416  QTP_Wetland_2020_chip_00965_lc3_G32_08_tp0518
1169. 0.0414  QTP_Wetland_2020_chip_01865_lc0_G11_11_tp0518
1170. 0.0413  QTP_Wetland_2020_chip_00622_lc2_G17_07_tp0518
1171. 0.0411  QTP_Wetland_2020_chip_00531_lc0_G20_06_tp0518
1172. 0.0406  QTP_Wetland_2020_chip_02140_lc1_G30_13_tp0518
1173. 0.0406  QTP_Wetland_2020_chip_01510_lc0_G01_10_tp0518
1174. 0.0404  QTP_Wetland_2020_chip_02093_lc2_G23_13_tp0518
1175. 0.0403  QTP_Wetland_2020_chip_01742_lc3_G33_10_tp0518
1176. 0.0399  QTP_Wetland_2020_chip_02132_lc1_G30_13_tp0518
1177. 0.0398  QTP_Wetland_2020_chip_00879_lc3_G34_08_tp0518
1178. 0.0397  QTP_Wetland_2020_chip_01266_lc1_G30_09_tp0518
1179. 0.0396  QTP_Wetland_2020_chip_01221_lc1_G29_09_tp0518
1180. 0.0391  QTP_Wetland_2020_chip_01363_lc0_G29_09_tp0518
1181. 0.0387  QTP_Wetland_2020_chip_01499_lc3_G01_09_tp0518
1182. 0.0387  QTP_Wetland_2020_chip_00675_lc2_G20_07_tp0518
1183. 0.0384  QTP_Wetland_2020_chip_01888_lc0_G30_11_tp0518
1184. 0.0381  QTP_Wetland_2020_chip_01425_lc1_G30_09_tp0518
1185. 0.0379  QTP_Wetland_2020_chip_01844_lc0_G11_11_tp0518
1186. 0.0371  QTP_Wetland_2020_chip_01136_lc0_G32_09_tp0518
1187. 0.0370  QTP_Wetland_2020_chip_01257_lc0_G26_09_tp0518
1188. 0.0367  QTP_Wetland_2020_chip_02051_lc2_G22_12_tp0518
1189. 0.0364  QTP_Wetland_2020_chip_01603_lc2_G23_10_tp0518
1190. 0.0363  QTP_Wetland_2020_chip_01721_lc0_G15_10_tp0518
1191. 0.0357  QTP_Wetland_2020_chip_01853_lc0_G20_11_tp0518
1192. 0.0352  QTP_Wetland_2020_chip_00957_lc0_G35_08_tp0518
1193. 0.0352  QTP_Wetland_2020_chip_01880_lc0_G27_11_tp0518
1194. 0.0347  QTP_Wetland_2020_chip_00941_lc3_G35_08_tp0518
1195. 0.0347  QTP_Wetland_2020_chip_01646_lc2_G22_10_tp0518
1196. 0.0345  QTP_Wetland_2020_chip_00518_lc0_G23_06_tp0518
1197. 0.0344  QTP_Wetland_2020_chip_01210_lc3_G32_09_tp0518
1198. 0.0343  QTP_Wetland_2020_chip_00393_lc0_G18_05_tp0518
1199. 0.0341  QTP_Wetland_2020_chip_01556_lc0_G29_10_tp0518
1200. 0.0338  QTP_Wetland_2020_chip_02072_lc1_G31_12_tp0518
1201. 0.0338  QTP_Wetland_2020_chip_00663_lc0_G14_07_tp0518
1202. 0.0337  QTP_Wetland_2020_chip_02028_lc0_G07_12_tp0518
1203. 0.0333  QTP_Wetland_2020_chip_02065_lc0_G22_12_tp0518
1204. 0.0326  QTP_Wetland_2020_chip_01435_lc2_G23_09_tp0518
1205. 0.0322  QTP_Wetland_2020_chip_01235_lc0_G30_09_tp0518
1206. 0.0319  QTP_Wetland_2020_chip_02083_lc0_G22_13_tp0518
1207. 0.0317  QTP_Wetland_2020_chip_01412_lc3_G29_09_tp0518
1208. 0.0316  QTP_Wetland_2020_chip_00624_lc0_G14_07_tp0518
1209. 0.0316  QTP_Wetland_2020_chip_00750_lc2_G19_07_tp0518
1210. 0.0314  QTP_Wetland_2020_chip_02160_lc0_G06_13_tp0518
1211. 0.0313  QTP_Wetland_2020_chip_02070_lc1_G22_12_tp0518
1212. 0.0310  QTP_Wetland_2020_chip_01228_lc0_G30_09_tp0518
1213. 0.0307  QTP_Wetland_2020_chip_01401_lc3_G29_09_tp0518
1214. 0.0303  QTP_Wetland_2020_chip_01388_lc0_G31_09_tp0518
1215. 0.0300  QTP_Wetland_2020_chip_00427_lc0_G18_05_tp0518
1216. 0.0298  QTP_Wetland_2020_chip_01176_lc0_G30_09_tp0518
1217. 0.0296  QTP_Wetland_2020_chip_01149_lc0_G32_09_tp0518
1218. 0.0295  QTP_Wetland_2020_chip_02139_lc1_G30_13_tp0518
1219. 0.0292  QTP_Wetland_2020_chip_01914_lc0_G10_11_tp0518
1220. 0.0292  QTP_Wetland_2020_chip_02029_lc1_G08_12_tp0518
1221. 0.0291  QTP_Wetland_2020_chip_02088_lc1_G22_13_tp0518
1222. 0.0285  QTP_Wetland_2020_chip_02034_lc3_G08_12_tp0518
1223. 0.0281  QTP_Wetland_2020_chip_01008_lc2_G23_08_tp0518
1224. 0.0279  QTP_Wetland_2020_chip_00659_lc1_G21_07_tp0518
1225. 0.0278  QTP_Wetland_2020_chip_01638_lc0_G14_10_tp0518
1226. 0.0277  QTP_Wetland_2020_chip_01145_lc3_G32_09_tp0518
1227. 0.0272  QTP_Wetland_2020_chip_01407_lc0_G31_09_tp0518
1228. 0.0269  QTP_Wetland_2020_chip_01858_lc0_G30_11_tp0518
1229. 0.0267  QTP_Wetland_2020_chip_01737_lc3_G33_10_tp0518
1230. 0.0266  QTP_Wetland_2020_chip_01848_lc3_G27_11_tp0518
1231. 0.0260  QTP_Wetland_2020_chip_01832_lc3_G27_11_tp0518
1232. 0.0256  QTP_Wetland_2020_chip_01102_lc0_G35_08_tp0518
1233. 0.0254  QTP_Wetland_2020_chip_01627_lc3_G30_10_tp0518
1234. 0.0251  QTP_Wetland_2020_chip_02089_lc1_G22_13_tp0518
1235. 0.0250  QTP_Wetland_2020_chip_01822_lc3_G27_11_tp0518
1236. 0.0248  QTP_Wetland_2020_chip_02117_lc0_G31_13_tp0518
1237. 0.0243  QTP_Wetland_2020_chip_01392_lc0_G31_09_tp0518
1238. 0.0240  QTP_Wetland_2020_chip_01801_lc0_G32_10_tp0518
1239. 0.0240  QTP_Wetland_2020_chip_00938_lc0_G35_08_tp0518
1240. 0.0234  QTP_Wetland_2020_chip_01396_lc0_G31_09_tp0518
1241. 0.0232  QTP_Wetland_2020_chip_02120_lc1_G31_13_tp0518
1242. 0.0230  QTP_Wetland_2020_chip_00790_lc3_G22_07_tp0518
1243. 0.0226  QTP_Wetland_2020_chip_00510_lc0_G16_06_tp0518
1244. 0.0224  QTP_Wetland_2020_chip_01900_lc1_G30_11_tp0518
1245. 0.0224  QTP_Wetland_2020_chip_01540_lc1_G29_10_tp0518
1246. 0.0223  QTP_Wetland_2020_chip_01760_lc3_G33_10_tp0518
1247. 0.0221  QTP_Wetland_2020_chip_00526_lc0_G20_06_tp0518
1248. 0.0220  QTP_Wetland_2020_chip_01141_lc0_G30_09_tp0518
1249. 0.0219  QTP_Wetland_2020_chip_01868_lc1_G30_11_tp0518
1250. 0.0218  QTP_Wetland_2020_chip_01588_lc3_G30_10_tp0518
1251. 0.0216  QTP_Wetland_2020_chip_01264_lc3_G30_09_tp0518
1252. 0.0216  QTP_Wetland_2020_chip_01361_lc0_G31_09_tp0518
1253. 0.0215  QTP_Wetland_2020_chip_01750_lc3_G33_10_tp0518
1254. 0.0214  QTP_Wetland_2020_chip_01615_lc3_G31_10_tp0518
1255. 0.0213  QTP_Wetland_2020_chip_01889_lc1_G30_11_tp0518
1256. 0.0211  QTP_Wetland_2020_chip_01872_lc3_G27_11_tp0518
1257. 0.0208  QTP_Wetland_2020_chip_01252_lc3_G31_09_tp0518
1258. 0.0205  QTP_Wetland_2020_chip_01430_lc0_G30_09_tp0518
1259. 0.0205  QTP_Wetland_2020_chip_00507_lc0_G16_06_tp0518
1260. 0.0202  QTP_Wetland_2020_chip_01896_lc1_G30_11_tp0518
1261. 0.0202  QTP_Wetland_2020_chip_00554_lc0_G23_06_tp0518
1262. 0.0193  QTP_Wetland_2020_chip_01886_lc0_G30_11_tp0518
1263. 0.0190  QTP_Wetland_2020_chip_01144_lc0_G30_09_tp0518
1264. 0.0189  QTP_Wetland_2020_chip_01895_lc0_G30_11_tp0518
1265. 0.0188  QTP_Wetland_2020_chip_01887_lc1_G30_11_tp0518
1266. 0.0185  QTP_Wetland_2020_chip_01271_lc3_G31_09_tp0518
1267. 0.0185  QTP_Wetland_2020_chip_02154_lc0_G07_13_tp0518
1268. 0.0181  QTP_Wetland_2020_chip_00539_lc0_G20_06_tp0518
1269. 0.0177  QTP_Wetland_2020_chip_00625_lc0_G15_07_tp0518
1270. 0.0174  QTP_Wetland_2020_chip_01554_lc3_G31_10_tp0518
1271. 0.0174  QTP_Wetland_2020_chip_00746_lc3_G22_07_tp0518
1272. 0.0170  QTP_Wetland_2020_chip_01258_lc3_G31_09_tp0518
1273. 0.0166  QTP_Wetland_2020_chip_01881_lc1_G30_11_tp0518
1274. 0.0155  QTP_Wetland_2020_chip_02057_lc3_G08_12_tp0518
1275. 0.0154  QTP_Wetland_2020_chip_01892_lc1_G30_11_tp0518
1276. 0.0153  QTP_Wetland_2020_chip_00380_lc0_G16_05_tp0518
1277. 0.0148  QTP_Wetland_2020_chip_02101_lc1_G30_13_tp0518
1278. 0.0147  QTP_Wetland_2020_chip_00500_lc0_G16_06_tp0518
