v9 Active Learning — Top Uncertain Samples
=======================================================
Scored 1278 pool samples (average margin across 4 quadrants)

Rank  Score    Sample
 310. 0.2502  QTP_Wetland_2020_chip_01680_lc0_G26_10_tp0518
 311. 0.2501  QTP_Wetland_2020_chip_01687_lc2_G11_10_tp0518
 312. 0.2501  QTP_Wetland_2020_chip_00498_lc1_G31_06_tp0518
 313. 0.2494  QTP_Wetland_2020_chip_01533_lc2_G30_10_tp0518
 314. 0.2493  QTP_Wetland_2020_chip_01927_lc3_G07_11_tp0518
 315. 0.2492  QTP_Wetland_2020_chip_00738_lc0_G29_07_tp0518
 316. 0.2490  QTP_Wetland_2020_chip_02015_lc1_G22_12_tp0518
 317. 0.2490  QTP_Wetland_2020_chip_02149_lc3_G06_13_tp0518
 318. 0.2489  QTP_Wetland_2020_chip_00682_lc0_G32_07_tp0518
 319. 0.2479  QTP_Wetland_2020_chip_01040_lc3_G28_08_tp0518
 320. 0.2476  QTP_Wetland_2020_chip_01945_lc2_G17_11_tp0518
 321. 0.2474  QTP_Wetland_2020_chip_01043_lc1_G22_08_tp0518
 322. 0.2473  QTP_Wetland_2020_chip_01143_lc1_G29_09_tp0518
 323. 0.2460  QTP_Wetland_2020_chip_02009_lc1_G19_12_tp0518
 324. 0.2459  QTP_Wetland_2020_chip_00772_lc2_G14_07_tp0518
 325. 0.2459  QTP_Wetland_2020_chip_01942_lc0_G22_11_tp0518
 326. 0.2453  QTP_Wetland_2020_chip_01304_lc1_G31_09_tp0518
 327. 0.2452  QTP_Wetland_2020_chip_02058_lc2_G06_12_tp0518
 328. 0.2449  QTP_Wetland_2020_chip_01606_lc1_G32_10_tp0518
 329. 0.2444  QTP_Wetland_2020_chip_01289_lc1_G11_09_tp0518
 330. 0.2439  QTP_Wetland_2020_chip_00818_lc0_G31_07_tp0518
 331. 0.2439  QTP_Wetland_2020_chip_00971_lc3_G08_08_tp0518
 332. 0.2437  QTP_Wetland_2020_chip_00614_lc2_G23_06_tp0518
 333. 0.2434  QTP_Wetland_2020_chip_00660_lc2_G16_07_tp0518
 334. 0.2434  QTP_Wetland_2020_chip_00509_lc1_G31_06_tp0518
 335. 0.2433  QTP_Wetland_2020_chip_01436_lc2_G30_09_tp0518
 336. 0.2430  QTP_Wetland_2020_chip_02188_lc2_G29_14_tp0518
 337. 0.2429  QTP_Wetland_2020_chip_00662_lc3_G29_07_tp0518
 338. 0.2428  QTP_Wetland_2020_chip_02182_lc1_G29_14_tp0518
 339. 0.2418  QTP_Wetland_2020_chip_01621_lc2_G24_10_tp0518
 340. 0.2411  QTP_Wetland_2020_chip_00635_lc0_G29_07_tp0518
 341. 0.2410  QTP_Wetland_2020_chip_01784_lc2_G33_10_tp0518
 342. 0.2405  QTP_Wetland_2020_chip_00688_lc3_G32_07_tp0518
 343. 0.2404  QTP_Wetland_2020_chip_01017_lc1_G18_08_tp0518
 344. 0.2403  QTP_Wetland_2020_chip_02003_lc1_G22_12_tp0518
 345. 0.2399  QTP_Wetland_2020_chip_00779_lc3_G32_07_tp0518
 346. 0.2398  QTP_Wetland_2020_chip_01637_lc1_G26_10_tp0518
 347. 0.2397  QTP_Wetland_2020_chip_02131_lc1_G30_13_tp0518
 348. 0.2396  QTP_Wetland_2020_chip_01237_lc1_G11_09_tp0518
 349. 0.2392  QTP_Wetland_2020_chip_01923_lc0_G07_11_tp0518
 350. 0.2391  QTP_Wetland_2020_chip_00704_lc2_G18_07_tp0518
 351. 0.2385  QTP_Wetland_2020_chip_00725_lc1_G23_07_tp0518
 352. 0.2376  QTP_Wetland_2020_chip_01320_lc1_G11_09_tp0518
 353. 0.2375  QTP_Wetland_2020_chip_02037_lc2_G04_12_tp0518
 354. 0.2373  QTP_Wetland_2020_chip_00883_lc1_G20_08_tp0518
 355. 0.2371  QTP_Wetland_2020_chip_01666_lc1_G26_10_tp0518
 356. 0.2367  QTP_Wetland_2020_chip_01952_lc3_G09_11_tp0518
 357. 0.2364  QTP_Wetland_2020_chip_00405_lc0_G32_05_tp0518
 358. 0.2362  QTP_Wetland_2020_chip_01985_lc1_G20_11_tp0518
 359. 0.2361  QTP_Wetland_2020_chip_01410_lc3_G32_09_tp0518
 360. 0.2354  QTP_Wetland_2020_chip_01586_lc0_G28_10_tp0518
 361. 0.2349  QTP_Wetland_2020_chip_02046_lc1_G22_12_tp0518
 362. 0.2340  QTP_Wetland_2020_chip_02162_lc3_G05_13_tp0518
 363. 0.2334  QTP_Wetland_2020_chip_00824_lc0_G28_07_tp0518
 364. 0.2328  QTP_Wetland_2020_chip_02059_lc3_G23_12_tp0518
 365. 0.2327  QTP_Wetland_2020_chip_00761_lc2_G19_07_tp0518
 366. 0.2325  QTP_Wetland_2020_chip_02049_lc1_G04_12_tp0518
 367. 0.2319  QTP_Wetland_2020_chip_01777_lc1_G07_10_tp0518
 368. 0.2318  QTP_Wetland_2020_chip_00981_lc0_G26_08_tp0518
 369. 0.2318  QTP_Wetland_2020_chip_01022_lc1_G29_08_tp0518
 370. 0.2313  QTP_Wetland_2020_chip_01973_lc1_G20_11_tp0518
 371. 0.2312  QTP_Wetland_2020_chip_00836_lc0_G28_07_tp0518
 372. 0.2311  QTP_Wetland_2020_chip_00515_lc1_G31_06_tp0518
 373. 0.2310  QTP_Wetland_2020_chip_01616_lc3_G33_10_tp0518
 374. 0.2308  QTP_Wetland_2020_chip_01958_lc0_G07_11_tp0518
 375. 0.2305  QTP_Wetland_2020_chip_01909_lc2_G23_11_tp0518
 376. 0.2301  QTP_Wetland_2020_chip_01598_lc1_G09_10_tp0518
 377. 0.2298  QTP_Wetland_2020_chip_00645_lc2_G19_07_tp0518
 378. 0.2297  QTP_Wetland_2020_chip_00827_lc1_G35_07_tp0518
 379. 0.2294  QTP_Wetland_2020_chip_00994_lc2_G14_08_tp0518
 380. 0.2294  QTP_Wetland_2020_chip_02129_lc3_G05_13_tp0518
 381. 0.2290  QTP_Wetland_2020_chip_00676_lc3_G28_07_tp0518
 382. 0.2285  QTP_Wetland_2020_chip_02118_lc3_G06_13_tp0518
 383. 0.2284  QTP_Wetland_2020_chip_01731_lc3_G33_10_tp0518
 384. 0.2278  QTP_Wetland_2020_chip_00719_lc3_G35_07_tp0518
 385. 0.2276  QTP_Wetland_2020_chip_00743_lc1_G29_07_tp0518
 386. 0.2275  QTP_Wetland_2020_chip_02146_lc3_G07_13_tp0518
 387. 0.2272  QTP_Wetland_2020_chip_01256_lc2_G15_09_tp0518
 388. 0.2272  QTP_Wetland_2020_chip_01648_lc1_G09_10_tp0518
 389. 0.2272  QTP_Wetland_2020_chip_01819_lc3_G33_11_tp0518
 390. 0.2271  QTP_Wetland_2020_chip_02038_lc1_G22_12_tp0518
 391. 0.2269  QTP_Wetland_2020_chip_00400_lc3_G32_05_tp0518
 392. 0.2266  QTP_Wetland_2020_chip_01045_lc2_G23_08_tp0518
 393. 0.2265  QTP_Wetland_2020_chip_00721_lc0_G35_07_tp0518
 394. 0.2259  QTP_Wetland_2020_chip_00389_lc1_G30_05_tp0518
 395. 0.2255  QTP_Wetland_2020_chip_01360_lc1_G10_09_tp0518
 396. 0.2253  QTP_Wetland_2020_chip_01488_lc2_G30_09_tp0518
 397. 0.2252  QTP_Wetland_2020_chip_01326_lc2_G31_09_tp0518
 398. 0.2249  QTP_Wetland_2020_chip_00702_lc1_G31_07_tp0518
 399. 0.2248  QTP_Wetland_2020_chip_00658_lc0_G29_07_tp0518
 400. 0.2245  QTP_Wetland_2020_chip_00699_lc0_G29_07_tp0518
 401. 0.2245  QTP_Wetland_2020_chip_01656_lc2_G33_10_tp0518
 402. 0.2240  QTP_Wetland_2020_chip_00861_lc2_G11_08_tp0518
 403. 0.2236  QTP_Wetland_2020_chip_01242_lc2_G25_09_tp0518
 404. 0.2234  QTP_Wetland_2020_chip_00707_lc1_G23_07_tp0518
 405. 0.2232  QTP_Wetland_2020_chip_01456_lc2_G31_09_tp0518
 406. 0.2231  QTP_Wetland_2020_chip_01960_lc3_G07_11_tp0518
 407. 0.2229  QTP_Wetland_2020_chip_01004_lc2_G11_08_tp0518
 408. 0.2228  QTP_Wetland_2020_chip_01454_lc0_G14_09_tp0518
 409. 0.2226  QTP_Wetland_2020_chip_01798_lc3_G32_10_tp0518
 410. 0.2222  QTP_Wetland_2020_chip_01041_lc0_G32_08_tp0518
 411. 0.2221  QTP_Wetland_2020_chip_01645_lc0_G23_10_tp0518
 412. 0.2221  QTP_Wetland_2020_chip_01357_lc3_G32_09_tp0518
 413. 0.2220  QTP_Wetland_2020_chip_02086_lc1_G31_13_tp0518
 414. 0.2216  QTP_Wetland_2020_chip_02047_lc2_G05_12_tp0518
 415. 0.2215  QTP_Wetland_2020_chip_01926_lc3_G07_11_tp0518
 416. 0.2212  QTP_Wetland_2020_chip_00650_lc3_G29_07_tp0518
 417. 0.2209  QTP_Wetland_2020_chip_01827_lc3_G33_11_tp0518
 418. 0.2208  QTP_Wetland_2020_chip_02106_lc1_G31_13_tp0518
 419. 0.2208  QTP_Wetland_2020_chip_00925_lc2_G12_08_tp0518
 420. 0.2203  QTP_Wetland_2020_chip_01532_lc1_G32_10_tp0518
 421. 0.2201  QTP_Wetland_2020_chip_01549_lc1_G32_10_tp0518
 422. 0.2200  QTP_Wetland_2020_chip_01852_lc0_G20_11_tp0518
 423. 0.2199  QTP_Wetland_2020_chip_01830_lc3_G33_11_tp0518
 424. 0.2199  QTP_Wetland_2020_chip_01814_lc2_G33_11_tp0518
 425. 0.2195  QTP_Wetland_2020_chip_01898_lc1_G07_11_tp0518
 426. 0.2191  QTP_Wetland_2020_chip_00869_lc1_G30_08_tp0518
 427. 0.2190  QTP_Wetland_2020_chip_01774_lc2_G14_10_tp0518
 428. 0.2190  QTP_Wetland_2020_chip_01682_lc1_G07_10_tp0518
 429. 0.2180  QTP_Wetland_2020_chip_00741_lc1_G35_07_tp0518
 430. 0.2178  QTP_Wetland_2020_chip_01542_lc1_G13_10_tp0518
 431. 0.2178  QTP_Wetland_2020_chip_01563_lc1_G13_10_tp0518
 432. 0.2177  QTP_Wetland_2020_chip_02055_lc1_G04_12_tp0518
 433. 0.2176  QTP_Wetland_2020_chip_01931_lc1_G22_11_tp0518
 434. 0.2166  QTP_Wetland_2020_chip_01664_lc3_G33_10_tp0518
 435. 0.2160  QTP_Wetland_2020_chip_01055_lc2_G17_08_tp0518
 436. 0.2160  QTP_Wetland_2020_chip_00926_lc0_G32_08_tp0518
 437. 0.2156  QTP_Wetland_2020_chip_00744_lc3_G29_07_tp0518
 438. 0.2155  QTP_Wetland_2020_chip_01999_lc0_G21_12_tp0518
 439. 0.2152  QTP_Wetland_2020_chip_01912_lc1_G23_11_tp0518
 440. 0.2151  QTP_Wetland_2020_chip_00805_lc0_G31_07_tp0518
 441. 0.2146  QTP_Wetland_2020_chip_02184_lc3_G07_14_tp0518
 442. 0.2145  QTP_Wetland_2020_chip_01677_lc2_G23_10_tp0518
 443. 0.2139  QTP_Wetland_2020_chip_01633_lc1_G23_10_tp0518
 444. 0.2135  QTP_Wetland_2020_chip_01295_lc2_G30_09_tp0518
 445. 0.2134  QTP_Wetland_2020_chip_01478_lc2_G20_09_tp0518
 446. 0.2128  QTP_Wetland_2020_chip_00858_lc2_G13_08_tp0518
 447. 0.2125  QTP_Wetland_2020_chip_01747_lc0_G33_10_tp0518
 448. 0.2124  QTP_Wetland_2020_chip_02012_lc3_G05_12_tp0518
 449. 0.2119  QTP_Wetland_2020_chip_00814_lc2_G25_07_tp0518
 450. 0.2116  QTP_Wetland_2020_chip_00667_lc2_G19_07_tp0518
 451. 0.2115  QTP_Wetland_2020_chip_00742_lc0_G29_07_tp0518
 452. 0.2112  QTP_Wetland_2020_chip_00408_lc1_G31_05_tp0518
 453. 0.2110  QTP_Wetland_2020_chip_00940_lc0_G35_08_tp0518
 454. 0.2099  QTP_Wetland_2020_chip_00696_lc0_G29_07_tp0518
 455. 0.2097  QTP_Wetland_2020_chip_00771_lc2_G19_07_tp0518
 456. 0.2097  QTP_Wetland_2020_chip_00403_lc0_G32_05_tp0518
 457. 0.2094  QTP_Wetland_2020_chip_02060_lc1_G04_12_tp0518
 458. 0.2086  QTP_Wetland_2020_chip_01428_lc1_G10_09_tp0518
 459. 0.2086  QTP_Wetland_2020_chip_01808_lc1_G35_10_tp0518
 460. 0.2084  QTP_Wetland_2020_chip_00739_lc0_G29_07_tp0518
 461. 0.2081  QTP_Wetland_2020_chip_02076_lc1_G04_12_tp0518
 462. 0.2080  QTP_Wetland_2020_chip_02016_lc1_G20_12_tp0518
 463. 0.2080  QTP_Wetland_2020_chip_02010_lc0_G21_12_tp0518
 464. 0.2079  QTP_Wetland_2020_chip_01651_lc2_G24_10_tp0518
 465. 0.2070  QTP_Wetland_2020_chip_01422_lc2_G30_09_tp0518
 466. 0.2069  QTP_Wetland_2020_chip_00583_lc3_G33_06_tp0518
 467. 0.2067  QTP_Wetland_2020_chip_00735_lc2_G15_07_tp0518
 468. 0.2065  QTP_Wetland_2020_chip_02092_lc1_G30_13_tp0518
 469. 0.2064  QTP_Wetland_2020_chip_00832_lc2_G17_07_tp0518
 470. 0.2063  QTP_Wetland_2020_chip_01039_lc3_G32_08_tp0518
 471. 0.2062  QTP_Wetland_2020_chip_01111_lc3_G35_08_tp0518
 472. 0.2061  QTP_Wetland_2020_chip_00651_lc2_G20_07_tp0518
 473. 0.2058  QTP_Wetland_2020_chip_02125_lc0_G07_13_tp0518
 474. 0.2058  QTP_Wetland_2020_chip_00512_lc0_G32_06_tp0518
 475. 0.2055  QTP_Wetland_2020_chip_00561_lc0_G17_06_tp0518
 476. 0.2054  QTP_Wetland_2020_chip_00943_lc1_G35_08_tp0518
 477. 0.2052  QTP_Wetland_2020_chip_01414_lc2_G31_09_tp0518
 478. 0.2050  QTP_Wetland_2020_chip_00580_lc0_G23_06_tp0518
 479. 0.2046  QTP_Wetland_2020_chip_00673_lc0_G28_07_tp0518
 480. 0.2045  QTP_Wetland_2020_chip_00685_lc0_G28_07_tp0518
 481. 0.2041  QTP_Wetland_2020_chip_01236_lc2_G19_09_tp0518
 482. 0.2040  QTP_Wetland_2020_chip_01953_lc3_G24_11_tp0518
 483. 0.2040  QTP_Wetland_2020_chip_01845_lc2_G34_11_tp0518
 484. 0.2035  QTP_Wetland_2020_chip_00825_lc2_G11_07_tp0518
 485. 0.2033  QTP_Wetland_2020_chip_01726_lc0_G12_10_tp0518
 486. 0.2032  QTP_Wetland_2020_chip_00572_lc1_G33_06_tp0518
 487. 0.2032  QTP_Wetland_2020_chip_00806_lc0_G31_07_tp0518
 488. 0.2031  QTP_Wetland_2020_chip_01034_lc3_G36_08_tp0518
 489. 0.2019  QTP_Wetland_2020_chip_01748_lc1_G07_10_tp0518
 490. 0.2018  QTP_Wetland_2020_chip_00670_lc2_G16_07_tp0518
 491. 0.2016  QTP_Wetland_2020_chip_01811_lc3_G27_10_tp0518
 492. 0.2011  QTP_Wetland_2020_chip_01965_lc3_G06_11_tp0518
 493. 0.2009  QTP_Wetland_2020_chip_01200_lc1_G11_09_tp0518
 494. 0.2004  QTP_Wetland_2020_chip_00709_lc2_G16_07_tp0518
 495. 0.2002  QTP_Wetland_2020_chip_01538_lc3_G33_10_tp0518
 496. 0.1999  QTP_Wetland_2020_chip_00985_lc1_G22_08_tp0518
 497. 0.1999  QTP_Wetland_2020_chip_01613_lc3_G33_10_tp0518
 498. 0.1998  QTP_Wetland_2020_chip_01190_lc1_G18_09_tp0518
 499. 0.1996  QTP_Wetland_2020_chip_01998_lc0_G21_12_tp0518
 500. 0.1991  QTP_Wetland_2020_chip_01987_lc1_G20_11_tp0518
 501. 0.1986  QTP_Wetland_2020_chip_01518_lc2_G20_10_tp0518
 502. 0.1985  QTP_Wetland_2020_chip_00618_lc2_G15_07_tp0518
 503. 0.1983  QTP_Wetland_2020_chip_01714_lc1_G08_10_tp0518
 504. 0.1983  QTP_Wetland_2020_chip_00903_lc2_G17_08_tp0518
 505. 0.1979  QTP_Wetland_2020_chip_01693_lc3_G03_10_tp0518
 506. 0.1979  QTP_Wetland_2020_chip_00733_lc3_G28_07_tp0518
 507. 0.1975  QTP_Wetland_2020_chip_01432_lc2_G32_09_tp0518
 508. 0.1974  QTP_Wetland_2020_chip_01604_lc1_G07_10_tp0518
 509. 0.1973  QTP_Wetland_2020_chip_01743_lc0_G32_10_tp0518
 510. 0.1973  QTP_Wetland_2020_chip_02179_lc1_G29_14_tp0518
 511. 0.1971  QTP_Wetland_2020_chip_01389_lc3_G32_09_tp0518
 512. 0.1970  QTP_Wetland_2020_chip_02043_lc3_G05_12_tp0518
 513. 0.1969  QTP_Wetland_2020_chip_01877_lc1_G11_11_tp0518
 514. 0.1964  QTP_Wetland_2020_chip_02090_lc3_G06_13_tp0518
 515. 0.1960  QTP_Wetland_2020_chip_02158_lc0_G06_13_tp0518
 516. 0.1958  QTP_Wetland_2020_chip_00597_lc0_G19_06_tp0518
 517. 0.1956  QTP_Wetland_2020_chip_01231_lc2_G24_09_tp0518
 518. 0.1956  QTP_Wetland_2020_chip_01359_lc2_G30_09_tp0518
 519. 0.1953  QTP_Wetland_2020_chip_01669_lc1_G07_10_tp0518
 520. 0.1952  QTP_Wetland_2020_chip_00851_lc0_G26_08_tp0518
 521. 0.1949  QTP_Wetland_2020_chip_00863_lc1_G22_08_tp0518
 522. 0.1948  QTP_Wetland_2020_chip_00553_lc3_G19_06_tp0518
 523. 0.1947  QTP_Wetland_2020_chip_00924_lc3_G35_08_tp0518
 524. 0.1943  QTP_Wetland_2020_chip_01908_lc3_G27_11_tp0518
 525. 0.1941  QTP_Wetland_2020_chip_01126_lc3_G16_09_tp0518
 526. 0.1939  QTP_Wetland_2020_chip_01421_lc2_G31_09_tp0518
 527. 0.1939  QTP_Wetland_2020_chip_01842_lc0_G11_11_tp0518
 528. 0.1939  QTP_Wetland_2020_chip_01700_lc3_G34_10_tp0518
 529. 0.1937  QTP_Wetland_2020_chip_02027_lc1_G22_12_tp0518
 530. 0.1934  QTP_Wetland_2020_chip_01349_lc2_G13_09_tp0518
 531. 0.1933  QTP_Wetland_2020_chip_01130_lc3_G35_09_tp0518
 532. 0.1930  QTP_Wetland_2020_chip_01574_lc2_G30_10_tp0518
 533. 0.1929  QTP_Wetland_2020_chip_01327_lc2_G23_09_tp0518
 534. 0.1928  QTP_Wetland_2020_chip_01768_lc1_G07_10_tp0518
 535. 0.1926  QTP_Wetland_2020_chip_00640_lc0_G17_07_tp0518
 536. 0.1923  QTP_Wetland_2020_chip_00669_lc0_G29_07_tp0518
 537. 0.1922  QTP_Wetland_2020_chip_00870_lc1_G20_08_tp0518
 538. 0.1918  QTP_Wetland_2020_chip_00889_lc3_G31_08_tp0518
 539. 0.1913  QTP_Wetland_2020_chip_01114_lc3_G32_08_tp0518
 540. 0.1912  QTP_Wetland_2020_chip_01597_lc1_G04_10_tp0518
 541. 0.1910  QTP_Wetland_2020_chip_02053_lc2_G34_12_tp0518
 542. 0.1904  QTP_Wetland_2020_chip_01239_lc1_G19_09_tp0518
 543. 0.1902  QTP_Wetland_2020_chip_01904_lc2_G33_11_tp0518
 544. 0.1901  QTP_Wetland_2020_chip_00387_lc1_G30_05_tp0518
 545. 0.1899  QTP_Wetland_2020_chip_01440_lc2_G13_09_tp0518
 546. 0.1898  QTP_Wetland_2020_chip_01524_lc2_G24_10_tp0518
 547. 0.1897  QTP_Wetland_2020_chip_01761_lc1_G32_10_tp0518
 548. 0.1895  QTP_Wetland_2020_chip_00641_lc2_G19_07_tp0518
 549. 0.1893  QTP_Wetland_2020_chip_01593_lc1_G07_10_tp0518
 550. 0.1882  QTP_Wetland_2020_chip_01837_lc3_G33_11_tp0518
 551. 0.1880  QTP_Wetland_2020_chip_02061_lc2_G05_12_tp0518
 552. 0.1879  QTP_Wetland_2020_chip_02143_lc1_G30_13_tp0518
 553. 0.1878  QTP_Wetland_2020_chip_01035_lc0_G32_08_tp0518
 554. 0.1877  QTP_Wetland_2020_chip_01781_lc2_G33_10_tp0518
 555. 0.1869  QTP_Wetland_2020_chip_01037_lc0_G32_08_tp0518
 556. 0.1866  QTP_Wetland_2020_chip_01580_lc1_G28_10_tp0518
 557. 0.1864  QTP_Wetland_2020_chip_01676_lc3_G11_10_tp0518
 558. 0.1862  QTP_Wetland_2020_chip_00737_lc3_G28_07_tp0518
 559. 0.1858  QTP_Wetland_2020_chip_02099_lc3_G23_13_tp0518
 560. 0.1839  QTP_Wetland_2020_chip_01632_lc0_G12_10_tp0518
 561. 0.1837  QTP_Wetland_2020_chip_01993_lc1_G22_12_tp0518
 562. 0.1833  QTP_Wetland_2020_chip_00575_lc0_G33_06_tp0518
 563. 0.1832  QTP_Wetland_2020_chip_01097_lc2_G18_08_tp0518
 564. 0.1832  QTP_Wetland_2020_chip_00683_lc1_G23_07_tp0518
 565. 0.1828  QTP_Wetland_2020_chip_01177_lc0_G26_09_tp0518
 566. 0.1825  QTP_Wetland_2020_chip_01185_lc2_G35_09_tp0518
 567. 0.1822  QTP_Wetland_2020_chip_00843_lc2_G21_08_tp0518
 568. 0.1818  QTP_Wetland_2020_chip_01494_lc2_G30_09_tp0518
 569. 0.1815  QTP_Wetland_2020_chip_01498_lc1_G13_09_tp0518
 570. 0.1814  QTP_Wetland_2020_chip_01610_lc1_G08_10_tp0518
 571. 0.1808  QTP_Wetland_2020_chip_01764_lc1_G07_10_tp0518
 572. 0.1806  QTP_Wetland_2020_chip_01824_lc3_G09_11_tp0518
 573. 0.1804  QTP_Wetland_2020_chip_01568_lc1_G09_10_tp0518
 574. 0.1801  QTP_Wetland_2020_chip_01971_lc2_G28_11_tp0518
 575. 0.1801  QTP_Wetland_2020_chip_00677_lc0_G28_07_tp0518
 576. 0.1797  QTP_Wetland_2020_chip_02025_lc1_G04_12_tp0518
 577. 0.1797  QTP_Wetland_2020_chip_00828_lc2_G16_07_tp0518
 578. 0.1795  QTP_Wetland_2020_chip_01763_lc1_G07_10_tp0518
 579. 0.1794  QTP_Wetland_2020_chip_01390_lc0_G30_09_tp0518
 580. 0.1792  QTP_Wetland_2020_chip_01347_lc0_G31_09_tp0518
 581. 0.1789  QTP_Wetland_2020_chip_01786_lc2_G33_10_tp0518
 582. 0.1782  QTP_Wetland_2020_chip_00783_lc3_G28_07_tp0518
 583. 0.1782  QTP_Wetland_2020_chip_01980_lc1_G05_11_tp0518
 584. 0.1782  QTP_Wetland_2020_chip_00714_lc0_G35_07_tp0518
 585. 0.1781  QTP_Wetland_2020_chip_00829_lc2_G22_07_tp0518
 586. 0.1781  QTP_Wetland_2020_chip_01089_lc2_G11_08_tp0518
 587. 0.1772  QTP_Wetland_2020_chip_02133_lc1_G30_13_tp0518
 588. 0.1761  QTP_Wetland_2020_chip_00894_lc2_G20_08_tp0518
 589. 0.1760  QTP_Wetland_2020_chip_00608_lc2_G22_06_tp0518
 590. 0.1760  QTP_Wetland_2020_chip_00808_lc2_G22_07_tp0518
 591. 0.1758  QTP_Wetland_2020_chip_00729_lc3_G28_07_tp0518
 592. 0.1755  QTP_Wetland_2020_chip_01854_lc1_G27_11_tp0518
 593. 0.1754  QTP_Wetland_2020_chip_01948_lc0_G17_11_tp0518
 594. 0.1754  QTP_Wetland_2020_chip_01424_lc2_G30_09_tp0518
 595. 0.1748  QTP_Wetland_2020_chip_02042_lc1_G22_12_tp0518
 596. 0.1737  QTP_Wetland_2020_chip_01974_lc3_G09_11_tp0518
 597. 0.1729  QTP_Wetland_2020_chip_01467_lc3_G31_09_tp0518
 598. 0.1729  QTP_Wetland_2020_chip_01333_lc1_G31_09_tp0518
 599. 0.1721  QTP_Wetland_2020_chip_01650_lc0_G23_10_tp0518
 600. 0.1719  QTP_Wetland_2020_chip_01561_lc1_G04_10_tp0518
 601. 0.1719  QTP_Wetland_2020_chip_01988_lc2_G28_11_tp0518
 602. 0.1716  QTP_Wetland_2020_chip_00418_lc2_G19_05_tp0518
 603. 0.1709  QTP_Wetland_2020_chip_01911_lc0_G10_11_tp0518
 604. 0.1708  QTP_Wetland_2020_chip_01211_lc2_G31_09_tp0518
 605. 0.1705  QTP_Wetland_2020_chip_01928_lc0_G19_11_tp0518
 606. 0.1705  QTP_Wetland_2020_chip_00757_lc3_G28_07_tp0518
 607. 0.1700  QTP_Wetland_2020_chip_02187_lc1_G29_14_tp0518
 608. 0.1700  QTP_Wetland_2020_chip_01319_lc2_G14_09_tp0518
 609. 0.1694  QTP_Wetland_2020_chip_02112_lc0_G05_13_tp0518
 610. 0.1694  QTP_Wetland_2020_chip_01403_lc1_G10_09_tp0518
 611. 0.1692  QTP_Wetland_2020_chip_01791_lc2_G11_10_tp0518
 612. 0.1686  QTP_Wetland_2020_chip_01628_lc3_G33_10_tp0518
 613. 0.1675  QTP_Wetland_2020_chip_02095_lc1_G30_13_tp0518
 614. 0.1668  QTP_Wetland_2020_chip_00972_lc1_G22_08_tp0518
 615. 0.1665  QTP_Wetland_2020_chip_00822_lc2_G24_07_tp0518
 616. 0.1665  QTP_Wetland_2020_chip_02033_lc0_G06_12_tp0518
 617. 0.1654  QTP_Wetland_2020_chip_01776_lc1_G07_10_tp0518
 618. 0.1649  QTP_Wetland_2020_chip_01165_lc0_G15_09_tp0518
 619. 0.1643  QTP_Wetland_2020_chip_00630_lc1_G21_07_tp0518
 620. 0.1642  QTP_Wetland_2020_chip_00846_lc0_G35_08_tp0518
 621. 0.1638  QTP_Wetland_2020_chip_01195_lc2_G25_09_tp0518
 622. 0.1633  QTP_Wetland_2020_chip_01429_lc1_G10_09_tp0518
 623. 0.1630  QTP_Wetland_2020_chip_01132_lc2_G15_09_tp0518
 624. 0.1624  QTP_Wetland_2020_chip_00632_lc0_G24_07_tp0518
 625. 0.1619  QTP_Wetland_2020_chip_01933_lc3_G07_11_tp0518
 626. 0.1618  QTP_Wetland_2020_chip_01223_lc2_G31_09_tp0518
 627. 0.1613  QTP_Wetland_2020_chip_01341_lc2_G13_09_tp0518
 628. 0.1612  QTP_Wetland_2020_chip_00502_lc2_G22_06_tp0518
 629. 0.1609  QTP_Wetland_2020_chip_01869_lc3_G11_11_tp0518
 630. 0.1601  QTP_Wetland_2020_chip_00588_lc2_G15_06_tp0518
 631. 0.1601  QTP_Wetland_2020_chip_00638_lc2_G23_07_tp0518
 632. 0.1598  QTP_Wetland_2020_chip_01870_lc3_G25_11_tp0518
 633. 0.1593  QTP_Wetland_2020_chip_01353_lc0_G27_09_tp0518
 634. 0.1589  QTP_Wetland_2020_chip_01056_lc3_G28_08_tp0518
 635. 0.1585  QTP_Wetland_2020_chip_01468_lc3_G30_09_tp0518
 636. 0.1585  QTP_Wetland_2020_chip_01213_lc1_G10_09_tp0518
 637. 0.1584  QTP_Wetland_2020_chip_01695_lc1_G08_10_tp0518
 638. 0.1582  QTP_Wetland_2020_chip_01649_lc3_G30_10_tp0518
 639. 0.1574  QTP_Wetland_2020_chip_02048_lc0_G22_12_tp0518
 640. 0.1574  QTP_Wetland_2020_chip_01812_lc3_G27_10_tp0518
 641. 0.1573  QTP_Wetland_2020_chip_00854_lc3_G35_08_tp0518
 642. 0.1573  QTP_Wetland_2020_chip_00412_lc0_G21_05_tp0518
 643. 0.1568  QTP_Wetland_2020_chip_01536_lc0_G29_10_tp0518
 644. 0.1566  QTP_Wetland_2020_chip_01006_lc1_G22_08_tp0518
 645. 0.1564  QTP_Wetland_2020_chip_00724_lc0_G28_07_tp0518
 646. 0.1563  QTP_Wetland_2020_chip_01548_lc0_G29_10_tp0518
 647. 0.1560  QTP_Wetland_2020_chip_01793_lc3_G33_10_tp0518
 648. 0.1558  QTP_Wetland_2020_chip_01121_lc2_G30_09_tp0518
